event_id,timestamp,attack_technique,attack_category,target_system,success_status
8,8,2023-02-10 01:54:40,2023-02-10 01:57:50,Firewall,Increased Monitoring,5
9,9,2023-06-19 17:13:46,2023-06-19 17:15:48,Firewall,Reset Credentials,4
10,10,2023-01-26 00:03:43,2023-01-26 00:04:24,SIEM,Reset Credentials,5
11,11,2023-12-19 03:58:41,2023-12-19 04:01:33,Endpoint Protection,Isolated System,10
12,12,2023-07-26 13:15:31,2023-07-26 13:18:15,SIEM,Isolated System,6
13,13,2023-02-02 07:53:20,2023-02-02 07:55:09,SIEM,Reset Credentials,8
14,14,2023-05-28 00:38:59,2023-05-28 00:40:52,IDS,Patched Vulnerability,5
15,15,2023-11-20 22:38:33,2023-11-20 22:41:25,Endpoint Protection,Patched Vulnerability,6
16,16,2023-07-10 23:12:50,2023-07-10 23:13:13,Firewall,Increased Monitoring,6
17,17,2023-05-22 08:14:13,2023-05-22 08:17:15,Firewall,Blocked IP,9
18,18,2023-08-27 15:43:06,2023-08-27 15:44:02,Endpoint Protection,Patched Vulnerability,1
19,19,2023-11-29 19:50:48,2023-11-29 19:53:28,Firewall,Blocked IP,3
20,20,2023-09-28 19:00:34,2023-09-28 19:03:11,Endpoint Protection,Isolated System,5
21,21,2023-05-20 17:02:46,2023-05-20 17:06:06,IDS,Increased Monitoring,2
22,22,2023-09-23 19:59:49,2023-09-23 20:02:37,Firewall,Reset Credentials,5
23,23,2023-06-04 09:59:36,2023-06-04 10:01:07,Endpoint Protection,Patched Vulnerability,3
24,24,2023-05-20 23:28:18,2023-05-20 23:29:00,IDS,Patched Vulnerability,1
25,25,2023-06-20 09:16:49,2023-06-20 09:19:23,Behavioral Analysis,Patched Vulnerability,10
26,26,2023-08-11 01:39:13,2023-08-11 01:40:53,Firewall,Patched Vulnerability,5
27,27,2023-10-24 18:03:39,2023-10-24 18:04:41,SIEM,Increased Monitoring,3
28,28,2023-04-15 03:04:06,2023-04-15 03:06:54,IDS,Blocked IP,7
29,29,2023-12-02 15:24:38,2023-12-02 15:27:25,Endpoint Protection,Reset Credentials,7
30,30,2023-08-10 22:07:31,2023-08-10 22:09:20,IDS,Blocked IP,2
31,31,2023-05-02 12:07:36,2023-05-02 12:07:57,Firewall,Reset Credentials,5
32,32,2023-09-12 07:29:26,2023-09-12 07:30:58,Behavioral Analysis,Isolated System,3
33,33,2023-06-18 13:36:26,2023-06-18 13:39:04,Endpoint Protection,Increased Monitoring,6
34,34,2023-08-02 23:51:06,2023-08-02 23:53:52,Behavioral Analysis,Increased Monitoring,3
35,35,2023-12-03 19:47:40,2023-12-03 19:49:53,SIEM,Increased Monitoring,4
36,36,2023-06-03 00:32:38,2023-06-03 00:33:11,SIEM,Reset Credentials,6
37,37,2023-05-12 10:33:14,2023-05-12 10:34:04,IDS,Isolated System,2
38,38,2023-05-27 00:15:21,2023-05-27 00:16:17,Firewall,Patched Vulnerability,2
39,39,2023-06-28 13:30:46,2023-06-28 13:32:46,IDS,Patched Vulnerability,8
40,40,2023-06-06 08:08:50,2023-06-06 08:10:28,Endpoint Protection,Patched Vulnerability,5
41,41,2023-03-21 15:36:17,2023-03-21 15:38:18,SIEM,Blocked IP,2
42,42,2023-09-09 13:13:49,2023-09-09 13:16:07,SIEM,Reset Credentials,6
43,43,2023-03-13 22:34:23,2023-03-13 22:34:52,Endpoint Protection,Blocked IP,2
44,44,2023-04-22 23:37:23,2023-04-22 23:38:38,Firewall,Reset Credentials,8
45,45,2023-08-21 08:36:00,2023-08-21 08:37:46,Endpoint Protection,Patched Vulnerability,1
46,46,2023-01-25 18:43:13,2023-01-25 18:44:28,Firewall,Isolated System,6
47,47,2023-07-18 00:49:49,2023-07-18 00:50:54,Endpoint Protection,Reset Credentials,9
48,48,2023-01-17 08:18:15,2023-01-17 08:19:19,IDS,Patched Vulnerability,1
49,49,2023-01-10 22:05:40,2023-01-10 22:08:02,IDS,Reset Credentials,10
50,50,2023-12-24 17:29:11,2023-12-24 17:31:03,Firewall,Isolated System,8
51,51,2023-06-28 19:36:13,2023-06-28 19:36:28,Endpoint Protection,Isolated System,10
52,52,2023-07-01 19:42:43,2023-07-01 19:45:43,SIEM,Isolated System,6
53,53,2023-08-20 12:46:01,2023-08-20 12:48:39,Firewall,Blocked IP,4
54,54,2023-07-31 05:02:56,2023-07-31 05:05:33,Firewall,Patched Vulnerability,7
55,55,2023-03-28 02:14:30,2023-03-28 02:15:28,IDS,Patched Vulnerability,6
56,56,2023-06-17 16:46:23,2023-06-17 16:48:35,Firewall,Patched Vulnerability,10
57,57,2023-04-13 15:35:12,2023-04-13 15:36:51,Firewall,Reset Credentials,3
58,58,2023-10-14 05:29:18,2023-10-14 05:30:53,SIEM,Patched Vulnerability,1
59,59,2023-02-22 02:54:10,2023-02-22 02:56:01,IDS,Increased Monitoring,6
60,60,2023-06-22 07:13:53,2023-06-22 07:15:27,Endpoint Protection,Increased Monitoring,4
61,61,2023-09-15 14:10:17,2023-09-15 14:13:10,Firewall,Isolated System,7
62,62,2023-08-15 05:23:06,2023-08-15 05:24:37,Firewall,Isolated System,6
63,63,2023-10-23 07:00:11,2023-10-23 07:00:38,Behavioral Analysis,Increased Monitoring,3
64,64,2023-05-16 11:11:58,2023-05-16 11:15:05,Behavioral Analysis,Reset Credentials,7
65,65,2023-06-04 13:07:16,2023-06-04 13:08:42,SIEM,Isolated System,8
66,66,2023-07-23 05:14:47,2023-07-23 05:17:29,Behavioral Analysis,Reset Credentials,4
67,67,2023-10-29 13:04:05,2023-10-29 13:04:35,Firewall,Reset Credentials,6
68,68,2023-06-14 18:11:16,2023-06-14 18:14:20,IDS,Reset Credentials,5
69,69,2023-07-01 23:15:43,2023-07-01 23:16:51,Behavioral Analysis,Patched Vulnerability,3
70,70,2023-03-01 05:08:07,2023-03-01 05:09:38,Endpoint Protection,Patched Vulnerability,3
71,71,2023-11-11 02:36:39,2023-11-11 02:38:19,Firewall,Patched Vulnerability,9
72,72,2023-08-15 04:04:00,2023-08-15 04:04:58,SIEM,Isolated System,5
73,73,2023-05-04 01:09:40,2023-05-04 01:10:34,Behavioral Analysis,Blocked IP,7
74,74,2023-06-08 08:41:07,2023-06-08 08:42:15,IDS,Reset Credentials,5
75,75,2023-06-20 03:09:12,2023-06-20 03:11:56,Firewall,Increased Monitoring,9
76,76,2023-07-01 03:27:56,2023-07-01 03:30:18,SIEM,Isolated System,10
77,77,2023-03-18 18:18:47,2023-03-18 18:19:13,SIEM,Blocked IP,5
78,78,2023-01-18 18:22:30,2023-01-18 18:25:17,Firewall,Increased Monitoring,1
79,79,2023-02-03 07:37:48,2023-02-03 07:40:48,SIEM,Reset Credentials,8
80,80,2023-10-01 01:09:33,2023-10-01 01:10:16,Endpoint Protection,Patched Vulnerability,9
81,81,2023-09-05 06:54:28,2023-09-05 06:57:43,IDS,Reset Credentials,1
82,82,2023-06-18 10:29:07,2023-06-18 10:29:21,SIEM,Blocked IP,9
83,83,2023-11-20 13:46:08,2023-11-20 13:47:00,IDS,Isolated System,10
84,84,2023-11-14 23:34:49,2023-11-14 23:36:22,SIEM,Patched Vulnerability,7
85,85,2023-02-18 06:24:32,2023-02-18 06:24:46,IDS,Increased Monitoring,8
86,86,2023-06-18 21:37:33,2023-06-18 21:38:43,IDS,Blocked IP,8
87,87,2023-06-10 05:56:33,2023-06-10 05:57:28,Endpoint Protection,Increased Monitoring,8
88,88,2023-06-27 11:07:33,2023-06-27 11:08:42,Endpoint Protection,Patched Vulnerability,10
89,89,2023-01-15 13:26:30,2023-01-15 13:27:30,Endpoint Protection,Patched Vulnerability,9
90,90,2023-10-04 19:51:54,2023-10-04 19:54:54,IDS,Increased Monitoring,1
91,91,2023-09-07 16:57:21,2023-09-07 16:59:20,Behavioral Analysis,Patched Vulnerability,1
92,92,2023-08-06 03:47:34,2023-08-06 03:50:52,SIEM,Reset Credentials,5
93,93,2023-04-22 16:44:40,2023-04-22 16:45:17,Firewall,Blocked IP,10
94,94,2023-04-18 05:31:38,2023-04-18 05:32:17,Firewall,Reset Credentials,2
95,95,2023-05-23 16:30:41,2023-05-23 16:32:53,Behavioral Analysis,Patched Vulnerability,8
96,96,2023-06-23 06:49:04,2023-06-23 06:51:40,Firewall,Isolated System,8
97,97,2023-09-12 09:16:08,2023-09-12 09:18:31,Firewall,Patched Vulnerability,2
98,98,2023-04-09 17:42:39,2023-04-09 17:43:10,Behavioral Analysis,Increased Monitoring,10
99,99,2023-04-09 01:12:40,2023-04-09 01:13:07,Behavioral Analysis,Increased Monitoring,10
100,100,2023-01-19 04:43:01,2023-01-19 04:45:34,Behavioral Analysis,Isolated System,5
101,101,2023-02-21 02:35:57,2023-02-21 02:36:40,SIEM,Blocked IP,10
102,102,2023-02-19 08:32:36,2023-02-19 08:34:34,IDS,Increased Monitoring,9
103,103,2023-07-20 14:09:17,2023-07-20 14:11:45,IDS,Reset Credentials,9
104,104,2023-04-26 09:41:35,2023-04-26 09:41:58,Behavioral Analysis,Blocked IP,3
105,105,2023-07-06 19:04:23,2023-07-06 19:05:18,Firewall,Patched Vulnerability,3
106,106,2023-05-29 21:26:59,2023-05-29 21:28:50,Firewall,Increased Monitoring,6
107,107,2023-04-16 00:41:22,2023-04-16 00:43:27,IDS,Reset Credentials,3
108,108,2023-09-06 16:37:41,2023-09-06 16:39:24,Firewall,Blocked IP,2
109,109,2023-12-25 03:07:04,2023-12-25 03:08:35,SIEM,Patched Vulnerability,10
110,110,2023-05-08 02:44:18,2023-05-08 02:45:51,IDS,Blocked IP,2
111,111,2023-06-28 03:35:13,2023-06-28 03:36:57,SIEM,Isolated System,2
112,112,2023-07-06 08:18:44,2023-07-06 08:20:36,Behavioral Analysis,Increased Monitoring,8
113,113,2023-04-04 02:27:12,2023-04-04 02:29:57,Firewall,Reset Credentials,4
114,114,2023-01-09 22:44:03,2023-01-09 22:44:19,Firewall,Increased Monitoring,5
115,115,2023-11-09 05:40:07,2023-11-09 05:40:51,Behavioral Analysis,Isolated System,1
116,116,2023-11-07 22:39:25,2023-11-07 22:42:29,Firewall,Isolated System,3
117,117,2023-09-20 15:33:35,2023-09-20 15:34:09,Firewall,Patched Vulnerability,1
118,118,2023-04-21 17:17:44,2023-04-21 17:20:57,Firewall,Blocked IP,3
119,119,2023-07-18 00:05:16,2023-07-18 00:08:14,Endpoint Protection,Isolated System,2
120,120,2023-09-07 21:20:56,2023-09-07 21:21:54,Endpoint Protection,Reset Credentials,6
121,121,2023-10-16 04:05:01,2023-10-16 04:06:39,Firewall,Reset Credentials,9
122,122,2023-04-07 10:49:19,2023-04-07 10:49:51,Endpoint Protection,Patched Vulnerability,9
123,123,2023-07-23 19:18:41,2023-07-23 19:19:46,SIEM,Reset Credentials,2
124,124,2023-10-25 12:38:40,2023-10-25 12:41:04,SIEM,Reset Credentials,4
125,125,2023-09-25 23:52:01,2023-09-25 23:52:25,Firewall,Reset Credentials,9
126,126,2023-03-29 11:37:13,2023-03-29 11:38:44,Firewall,Patched Vulnerability,5
127,127,2023-12-20 10:57:04,2023-12-20 10:57:39,Behavioral Analysis,Blocked IP,3
128,128,2023-11-19 21:25:48,2023-11-19 21:29:03,Firewall,Patched Vulnerability,8
129,129,2023-11-25 00:08:59,2023-11-25 00:12:12,Firewall,Isolated System,3
130,130,2023-03-08 07:12:13,2023-03-08 07:13:12,Firewall,Increased Monitoring,2
131,131,2023-04-03 09:19:40,2023-04-03 09:20:22,Firewall,Blocked IP,6
132,132,2023-12-28 21:42:52,2023-12-28 21:45:31,IDS,Patched Vulnerability,9
133,133,2023-08-24 21:07:15,2023-08-24 21:09:44,Endpoint Protection,Patched Vulnerability,7
134,134,2023-10-20 01:44:12,2023-10-20 01:45:18,Endpoint Protection,Isolated System,6
135,135,2023-04-13 21:14:25,2023-04-13 21:15:05,Firewall,Patched Vulnerability,7
136,136,2023-03-04 15:37:02,2023-03-04 15:39:59,Firewall,Blocked IP,5
137,137,2023-04-18 01:58:41,2023-04-18 02:00:12,SIEM,Reset Credentials,4
138,138,2023-01-08 20:10:01,2023-01-08 20:13:13,Behavioral Analysis,Increased Monitoring,8
139,139,2023-02-13 17:52:26,2023-02-13 17:53:53,Behavioral Analysis,Increased Monitoring,2
140,140,2023-06-07 21:41:24,2023-06-07 21:42:36,Endpoint Protection,Blocked IP,9
141,141,2023-06-04 07:26:01,2023-06-04 07:26:58,Behavioral Analysis,Isolated System,7
142,142,2023-03-24 12:51:45,2023-03-24 12:54:48,Firewall,Reset Credentials,10
143,143,2023-07-14 15:43:34,2023-07-14 15:45:05,Endpoint Protection,Increased Monitoring,4
144,144,2023-05-21 08:25:38,2023-05-21 08:27:43,Endpoint Protection,Blocked IP,2
145,145,2023-08-26 02:20:28,2023-08-26 02:23:17,Behavioral Analysis,Blocked IP,5
146,146,2023-02-07 11:06:35,2023-02-07 11:09:29,Behavioral Analysis,Blocked IP,7
147,147,2023-02-14 08:10:10,2023-02-14 08:12:14,Firewall,Reset Credentials,1
148,148,2023-07-03 02:08:24,2023-07-03 02:11:11,Behavioral Analysis,Increased Monitoring,1
149,149,2023-07-23 18:01:57,2023-07-23 18:03:17,Behavioral Analysis,Blocked IP,7
150,150,2023-01-20 14:39:13,2023-01-20 14:39:55,Endpoint Protection,Reset Credentials,8
151,151,2023-08-13 10:33:42,2023-08-13 10:34:49,SIEM,Increased Monitoring,1
152,152,2023-09-20 15:51:56,2023-09-20 15:54:52,Behavioral Analysis,Reset Credentials,1
153,153,2023-02-28 22:10:16,2023-02-28 22:13:29,Behavioral Analysis,Patched Vulnerability,8
154,154,2023-05-15 15:20:36,2023-05-15 15:21:11,Firewall,Patched Vulnerability,8
155,155,2023-01-08 01:44:16,2023-01-08 01:46:53,Firewall,Increased Monitoring,5
156,156,2023-10-18 04:15:55,2023-10-18 04:18:40,SIEM,Reset Credentials,3
157,157,2023-10-22 21:56:58,2023-10-22 21:57:22,IDS,Blocked IP,7
158,158,2023-07-26 10:43:28,2023-07-26 10:45:04,Firewall,Increased Monitoring,10
159,159,2023-08-25 22:40:41,2023-08-25 22:44:01,Endpoint Protection,Increased Monitoring,9
160,160,2023-03-07 01:53:02,2023-03-07 01:53:25,Firewall,Patched Vulnerability,8
161,161,2023-01-31 20:04:17,2023-01-31 20:06:19,Behavioral Analysis,Blocked IP,3
162,162,2023-06-03 14:02:01,2023-06-03 14:03:15,SIEM,Patched Vulnerability,6
163,163,2023-02-27 04:31:39,2023-02-27 04:34:20,SIEM,Increased Monitoring,5
164,164,2023-09-02 12:35:58,2023-09-02 12:37:35,Behavioral Analysis,Patched Vulnerability,7
165,165,2023-08-25 09:36:13,2023-08-25 09:37:51,Behavioral Analysis,Patched Vulnerability,3
166,166,2023-09-30 17:49:57,2023-09-30 17:51:21,Firewall,Blocked IP,3
167,167,2023-07-28 03:13:40,2023-07-28 03:14:15,Behavioral Analysis,Increased Monitoring,6
168,168,2023-12-22 13:25:21,2023-12-22 13:26:58,SIEM,Increased Monitoring,8
169,169,2023-11-04 19:55:36,2023-11-04 19:57:27,Behavioral Analysis,Increased Monitoring,9
170,170,2023-09-21 21:22:56,2023-09-21 21:26:16,Endpoint Protection,Blocked IP,3
171,171,2023-04-11 14:20:16,2023-04-11 14:21:12,IDS,Patched Vulnerability,4
172,172,2023-10-29 17:44:06,2023-10-29 17:47:21,Endpoint Protection,Patched Vulnerability,2
173,173,2023-03-18 06:55:16,2023-03-18 06:56:52,Behavioral Analysis,Isolated System,4
174,174,2023-03-19 11:10:14,2023-03-19 11:12:24,SIEM,Increased Monitoring,10
175,175,2023-12-18 19:10:53,2023-12-18 19:12:23,Behavioral Analysis,Increased Monitoring,4
176,176,2023-12-16 02:07:26,2023-12-16 02:09:04,SIEM,Isolated System,2
177,177,2023-05-26 08:42:03,2023-05-26 08:43:21,Firewall,Increased Monitoring,7
178,178,2023-09-17 04:56:11,2023-09-17 04:59:23,Behavioral Analysis,Isolated System,8
179,179,2023-06-09 07:07:08,2023-06-09 07:07:37,Firewall,Reset Credentials,6
180,180,2023-09-21 03:12:30,2023-09-21 03:13:42,SIEM,Increased Monitoring,2
181,181,2023-01-16 06:17:59,2023-01-16 06:21:01,IDS,Patched Vulnerability,9
182,182,2023-05-08 04:18:12,2023-05-08 04:20:32,SIEM,Patched Vulnerability,9
183,183,2023-10-10 00:16:09,2023-10-10 00:17:55,Behavioral Analysis,Patched Vulnerability,10
184,184,2023-12-13 09:57:50,2023-12-13 09:58:53,Endpoint Protection,Reset Credentials,2
185,185,2023-02-14 09:39:51,2023-02-14 09:41:18,SIEM,Patched Vulnerability,1
186,186,2023-05-23 01:37:14,2023-05-23 01:38:35,Endpoint Protection,Isolated System,6
187,187,2023-08-24 12:44:16,2023-08-24 12:44:55,SIEM,Isolated System,2
188,188,2023-11-16 04:35:05,2023-11-16 04:36:51,Firewall,Increased Monitoring,2
189,189,2023-09-25 12:39:50,2023-09-25 12:42:29,SIEM,Blocked IP,7
190,190,2023-05-19 03:21:10,2023-05-19 03:23:46,Endpoint Protection,Increased Monitoring,6
191,191,2023-12-08 03:42:16,2023-12-08 03:44:36,IDS,Isolated System,6
192,192,2023-08-12 13:56:16,2023-08-12 13:59:07,SIEM,Isolated System,7
193,193,2023-08-08 23:33:05,2023-08-08 23:35:25,IDS,Reset Credentials,5
194,194,2023-06-19 05:40:34,2023-06-19 05:42:51,IDS,Reset Credentials,4
195,195,2023-09-02 13:01:09,2023-09-02 13:02:21,Behavioral Analysis,Increased Monitoring,4
196,196,2023-01-01 12:37:42,2023-01-01 12:40:53,Behavioral Analysis,Patched Vulnerability,1
197,197,2023-07-20 03:04:07,2023-07-20 03:05:06,IDS,Increased Monitoring,4
198,198,2023-08-06 20:01:50,2023-08-06 20:03:38,Behavioral Analysis,Isolated System,9
199,199,2023-03-07 18:29:14,2023-03-07 18:30:58,SIEM,Patched Vulnerability,10
200,200,2023-02-27 23:53:42,2023-02-27 23:54:40,IDS,Patched Vulnerability,4
201,201,2023-01-05 10:52:01,2023-01-05 10:54:46,Firewall,Increased Monitoring,10
202,202,2023-03-12 09:23:50,2023-03-12 09:25:24,Firewall,Isolated System,2
203,203,2023-08-15 14:16:52,2023-08-15 14:17:27,SIEM,Isolated System,4
204,204,2023-04-08 05:33:06,2023-04-08 05:35:40,SIEM,Patched Vulnerability,5
205,205,2023-02-26 20:26:42,2023-02-26 20:27:03,Behavioral Analysis,Isolated System,7
206,206,2023-03-06 07:59:02,2023-03-06 08:01:51,Behavioral Analysis,Reset Credentials,9
207,207,2023-11-30 02:59:55,2023-11-30 03:03:04,SIEM,Blocked IP,4
208,208,2023-04-06 22:30:07,2023-04-06 22:32:05,SIEM,Increased Monitoring,9
209,209,2023-11-05 22:23:25,2023-11-05 22:24:30,Endpoint Protection,Increased Monitoring,7
210,210,2023-08-27 19:32:45,2023-08-27 19:33:45,Firewall,Patched Vulnerability,9
211,211,2023-05-31 04:06:22,2023-05-31 04:08:26,Endpoint Protection,Increased Monitoring,4
212,212,2023-05-23 19:54:05,2023-05-23 19:57:23,Behavioral Analysis,Blocked IP,10
213,213,2023-01-19 09:45:57,2023-01-19 09:48:55,Endpoint Protection,Increased Monitoring,8
214,214,2023-12-03 23:43:05,2023-12-03 23:45:17,Endpoint Protection,Patched Vulnerability,2
215,215,2023-08-10 04:34:40,2023-08-10 04:37:27,Endpoint Protection,Patched Vulnerability,4
216,216,2023-11-19 07:07:23,2023-11-19 07:10:39,SIEM,Reset Credentials,7
217,217,2023-11-14 13:21:12,2023-11-14 13:22:28,Firewall,Isolated System,1
218,218,2023-11-05 06:24:36,2023-11-05 06:25:11,Endpoint Protection,Blocked IP,3
219,219,2023-02-04 16:46:29,2023-02-04 16:46:55,Endpoint Protection,Reset Credentials,1
220,220,2023-04-10 18:43:36,2023-04-10 18:45:46,Behavioral Analysis,Increased Monitoring,1
221,221,2023-03-24 17:37:15,2023-03-24 17:38:37,Behavioral Analysis,Blocked IP,9
222,222,2023-10-25 13:51:59,2023-10-25 13:53:43,SIEM,Reset Credentials,2
223,223,2023-11-16 16:49:02,2023-11-16 16:52:10,Endpoint Protection,Isolated System,6
224,224,2023-04-02 23:29:22,2023-04-02 23:29:43,Endpoint Protection,Increased Monitoring,3
225,225,2023-06-22 22:51:25,2023-06-22 22:52:39,SIEM,Isolated System,5
226,226,2023-05-04 19:25:03,2023-05-04 19:26:38,Behavioral Analysis,Patched Vulnerability,3
227,227,2023-12-10 12:26:49,2023-12-10 12:28:41,SIEM,Increased Monitoring,8
228,228,2023-11-28 03:54:48,2023-11-28 03:56:40,SIEM,Increased Monitoring,8
229,229,2023-08-04 00:29:04,2023-08-04 00:31:35,Endpoint Protection,Reset Credentials,5
230,230,2023-08-02 00:33:35,2023-08-02 00:34:32,Firewall,Blocked IP,2
231,231,2023-12-23 11:07:22,2023-12-23 11:08:22,Behavioral Analysis,Increased Monitoring,6
232,232,2023-11-08 02:50:23,2023-11-08 02:51:57,Endpoint Protection,Patched Vulnerability,1
233,233,2023-08-30 09:53:00,2023-08-30 09:54:46,Endpoint Protection,Patched Vulnerability,10
234,234,2023-05-21 09:26:27,2023-05-21 09:28:35,SIEM,Reset Credentials,9
235,235,2023-10-10 23:37:27,2023-10-10 23:40:22,Behavioral Analysis,Patched Vulnerability,6
236,236,2023-08-31 22:02:29,2023-08-31 22:04:37,SIEM,Increased Monitoring,6
237,237,2023-05-12 07:47:28,2023-05-12 07:49:34,SIEM,Increased Monitoring,9
238,238,2023-10-08 08:04:23,2023-10-08 08:04:40,Endpoint Protection,Reset Credentials,6
239,239,2023-03-04 09:38:04,2023-03-04 09:39:03,IDS,Blocked IP,9
240,240,2023-07-16 10:27:39,2023-07-16 10:29:44,Firewall,Reset Credentials,2
241,241,2023-04-02 02:02:32,2023-04-02 02:02:57,SIEM,Blocked IP,5
242,242,2023-02-13 07:22:43,2023-02-13 07:24:34,SIEM,Blocked IP,8
243,243,2023-01-04 03:56:55,2023-01-04 03:58:54,Behavioral Analysis,Reset Credentials,8
244,244,2023-09-08 04:45:30,2023-09-08 04:46:19,IDS,Isolated System,7
245,245,2023-10-09 23:55:09,2023-10-09 23:55:56,IDS,Increased Monitoring,3
246,246,2023-10-21 05:25:23,2023-10-21 05:26:23,Endpoint Protection,Isolated System,6
247,247,2023-02-05 16:04:37,2023-02-05 16:05:17,IDS,Increased Monitoring,4
248,248,2023-09-07 23:27:19,2023-09-07 23:29:31,SIEM,Blocked IP,10
249,249,2023-03-04 22:32:50,2023-03-04 22:34:20,Firewall,Isolated System,2
250,250,2023-10-05 09:07:35,2023-10-05 09:08:16,IDS,Reset Credentials,7
251,251,2023-06-21 12:49:54,2023-06-21 12:51:30,Firewall,Increased Monitoring,8
252,252,2023-08-02 13:01:41,2023-08-02 13:03:30,Endpoint Protection,Isolated System,6
253,253,2023-08-08 10:28:53,2023-08-08 10:30:47,Firewall,Increased Monitoring,5
254,254,2023-07-05 00:13:20,2023-07-05 00:15:24,SIEM,Isolated System,6
255,255,2023-07-05 10:35:47,2023-07-05 10:38:52,Endpoint Protection,Patched Vulnerability,10
256,256,2023-03-23 03:01:50,2023-03-23 03:04:03,Behavioral Analysis,Isolated System,3
257,257,2023-06-26 12:26:40,2023-06-26 12:28:09,Endpoint Protection,Blocked IP,2
258,258,2023-04-13 21:52:42,2023-04-13 21:53:33,Firewall,Reset Credentials,10
259,259,2023-07-02 23:53:51,2023-07-02 23:55:52,IDS,Isolated System,3
260,260,2023-11-17 07:28:54,2023-11-17 07:31:26,SIEM,Increased Monitoring,7
261,261,2023-10-28 02:43:37,2023-10-28 02:45:59,Firewall,Patched Vulnerability,3
262,262,2023-10-31 01:28:47,2023-10-31 01:29:59,IDS,Isolated System,5
263,263,2023-06-13 15:45:40,2023-06-13 15:47:23,Endpoint Protection,Increased Monitoring,9
264,264,2023-09-10 04:13:41,2023-09-10 04:16:12,Endpoint Protection,Isolated System,7
265,265,2023-04-09 04:51:07,2023-04-09 04:53:19,Behavioral Analysis,Reset Credentials,2
266,266,2023-09-08 03:38:57,2023-09-08 03:40:27,Endpoint Protection,Isolated System,3
267,267,2023-07-10 16:27:59,2023-07-10 16:30:16,Firewall,Increased Monitoring,10
268,268,2023-03-17 13:38:15,2023-03-17 13:38:46,Behavioral Analysis,Reset Credentials,1
269,269,2023-08-14 00:02:32,2023-08-14 00:05:52,Endpoint Protection,Blocked IP,9
270,270,2023-10-15 08:39:32,2023-10-15 08:40:57,IDS,Increased Monitoring,3
271,271,2023-10-25 13:13:11,2023-10-25 13:15:47,Behavioral Analysis,Blocked IP,1
272,272,2023-10-31 05:42:58,2023-10-31 05:45:11,Firewall,Reset Credentials,8
273,273,2023-10-30 06:28:30,2023-10-30 06:30:23,Behavioral Analysis,Patched Vulnerability,1
274,274,2023-09-29 12:33:46,2023-09-29 12:36:53,Endpoint Protection,Reset Credentials,8
275,275,2023-01-10 19:39:18,2023-01-10 19:41:24,Behavioral Analysis,Isolated System,8
276,276,2023-06-21 20:29:38,2023-06-21 20:30:21,SIEM,Blocked IP,3
277,277,2023-10-05 00:47:28,2023-10-05 00:48:02,Behavioral Analysis,Reset Credentials,6
278,278,2023-11-04 18:51:47,2023-11-04 18:54:24,IDS,Blocked IP,6
279,279,2023-05-21 19:02:51,2023-05-21 19:06:05,SIEM,Blocked IP,10
280,280,2023-12-14 09:02:20,2023-12-14 09:04:06,Firewall,Isolated System,1
281,281,2023-06-14 09:00:29,2023-06-14 09:02:28,Behavioral Analysis,Reset Credentials,6
282,282,2023-10-22 22:25:12,2023-10-22 22:26:37,IDS,Isolated System,6
283,283,2023-08-19 17:01:25,2023-08-19 17:04:10,IDS,Patched Vulnerability,2
284,284,2023-08-20 09:07:33,2023-08-20 09:09:32,SIEM,Blocked IP,10
285,285,2023-09-24 23:22:26,2023-09-24 23:24:27,Firewall,Blocked IP,3
286,286,2023-03-25 22:09:23,2023-03-25 22:09:43,Firewall,Increased Monitoring,7
287,287,2023-02-22 05:36:18,2023-02-22 05:37:17,SIEM,Isolated System,3
288,288,2023-08-25 09:32:37,2023-08-25 09:33:27,Behavioral Analysis,Isolated System,2
289,289,2023-03-09 20:45:07,2023-03-09 20:45:55,Endpoint Protection,Patched Vulnerability,1
290,290,2023-04-06 04:26:00,2023-04-06 04:28:38,Firewall,Reset Credentials,10
291,291,2023-10-08 06:36:29,2023-10-08 06:37:49,SIEM,Blocked IP,1
292,292,2023-08-03 01:03:00,2023-08-03 01:03:58,SIEM,Reset Credentials,8
293,293,2023-12-30 17:21:28,2023-12-30 17:23:11,Endpoint Protection,Isolated System,5
294,294,2023-08-28 10:34:14,2023-08-28 10:35:50,IDS,Patched Vulnerability,3
295,295,2023-02-12 10:53:43,2023-02-12 10:54:11,Firewall,Blocked IP,6
296,296,2023-11-10 07:32:41,2023-11-10 07:33:21,SIEM,Isolated System,2
297,297,2023-11-11 20:17:21,2023-11-11 20:17:48,SIEM,Isolated System,6
298,298,2023-12-19 03:48:01,2023-12-19 03:50:41,IDS,Isolated System,10
299,299,2023-11-20 11:31:13,2023-11-20 11:31:37,IDS,Blocked IP,10
300,300,2023-11-12 10:44:08,2023-11-12 10:45:04,Firewall,Reset Credentials,9
301,301,2023-06-28 19:54:47,2023-06-28 19:55:18,IDS,Patched Vulnerability,8
302,302,2023-11-26 17:57:31,2023-11-26 17:59:27,SIEM,Blocked IP,3
303,303,2023-03-06 22:24:40,2023-03-06 22:26:02,Firewall,Increased Monitoring,9
304,304,2023-12-24 02:50:57,2023-12-24 02:52:18,IDS,Reset Credentials,9
305,305,2023-09-20 01:40:37,2023-09-20 01:42:55,SIEM,Isolated System,5
306,306,2023-06-02 01:31:50,2023-06-02 01:32:08,Behavioral Analysis,Blocked IP,2
